Name,Type,Value,TTL
justeattakeaway.com,A,104.18.35.243,N/A
justeattakeaway.com,A,172.64.152.13,N/A
justeattakeaway.com,MX,1 aspmx.l.google.com,300
justeattakeaway.com,MX,10 aspmx2.googlemail.com,300
justeattakeaway.com,MX,10 aspmx3.googlemail.com,300
justeattakeaway.com,MX,5 alt1.aspmx.l.google.com,300
justeattakeaway.com,MX,5 alt2.aspmx.l.google.com,300
